URI	membersInSweden	members	label
http://www.wikidata.org/entity/Q1758298	0	2	polonyna
http://www.wikidata.org/entity/Q2351333	0	2	serpentarium
http://www.wikidata.org/entity/Q5972304	0	2	wind gap
http://www.wikidata.org/entity/Q28502371	0	2	superblock
http://www.wikidata.org/entity/Q28861385	0	2	Žudr
http://www.wikidata.org/entity/Q1975692	0	2	thin-shell structure
http://www.wikidata.org/entity/Q1934476	0	2	Gallo-Roman museum
http://www.wikidata.org/entity/Q3999608	0	2	trough
http://www.wikidata.org/entity/Q4546997	0	2	lock gate
http://www.wikidata.org/entity/Q18618843	0	2	national park of Lesotho
http://www.wikidata.org/entity/Q20537078	0	2	national park of Croatia
http://www.wikidata.org/entity/Q25499171	0	2	growth habitat
http://www.wikidata.org/entity/Q108051174	2	2	national park
http://www.wikidata.org/entity/Q13370235	0	2	mole
http://www.wikidata.org/entity/Q16725889	0	2	log boom
http://www.wikidata.org/entity/Q22079390	0	2	platform
http://www.wikidata.org/entity/Q3248828	0	2	Vine
http://www.wikidata.org/entity/Q96101992	0	2	bat observatory
http://www.wikidata.org/entity/Q5380480	0	2	Entertainment centre
http://www.wikidata.org/entity/Q2105978	0	2	postal station
http://www.wikidata.org/entity/Q844114	0	2	sacrificial bog
http://www.wikidata.org/entity/Q56296766	0	2	Q56296766
http://www.wikidata.org/entity/Q1985210	0	2	Round Barrow
http://www.wikidata.org/entity/Q39659371	0	2	retail environment
http://www.wikidata.org/entity/Q46825148	0	2	historical and ethnographic museum
http://www.wikidata.org/entity/Q99692455	0	2	open-air venue
http://www.wikidata.org/entity/Q24004524	0	2	Q24004524
http://www.wikidata.org/entity/Q56045633	0	2	column base
http://www.wikidata.org/entity/Q11083290	0	2	Q11083290
http://www.wikidata.org/entity/Q11269390	0	2	Q11269390
http://www.wikidata.org/entity/Q5335134	0	2	Los Angeles Historic-Cultural Monument
http://www.wikidata.org/entity/Q4056454	0	2	Q4056454
http://www.wikidata.org/entity/Q11269382	0	2	Monuments of Jeollanam-do
http://www.wikidata.org/entity/Q62008894	0	2	shipping forecast area
http://www.wikidata.org/entity/Q108292096	0	2	Q108292096
http://www.wikidata.org/entity/Q537250	0	2	federal city
http://www.wikidata.org/entity/Q896881	0	2	city with tens of thousands of inhabitants
http://www.wikidata.org/entity/Q11377548	0	2	Buddhist archaeological site
http://www.wikidata.org/entity/Q1656724	0	2	ideal city
http://www.wikidata.org/entity/Q5124027	0	2	city proper
http://www.wikidata.org/entity/Q15092400	0	2	independent city
http://www.wikidata.org/entity/Q12051318	0	2	Q12051318
http://www.wikidata.org/entity/Q44551483	0	2	city
http://www.wikidata.org/entity/Q514009	0	2	Mofetta
http://www.wikidata.org/entity/Q2238314	0	2	mudpot
http://www.wikidata.org/entity/Q3323404	0	2	national monument of Italy
http://www.wikidata.org/entity/Q6745599	0	2	Mamelon
http://www.wikidata.org/entity/Q17171019	0	2	volcano group
http://www.wikidata.org/entity/Q17177367	0	2	tsunami evacuation facility
http://www.wikidata.org/entity/Q42715339	0	2	Q42715339
http://www.wikidata.org/entity/Q43192208	0	2	furniture hardware
http://www.wikidata.org/entity/Q65055076	0	2	fishing site
http://www.wikidata.org/entity/Q48741	0	2	green roof
http://www.wikidata.org/entity/Q594958	0	2	airlock
http://www.wikidata.org/entity/Q2126794	0	2	cycling network
http://www.wikidata.org/entity/Q4442957	0	2	Q4442957
http://www.wikidata.org/entity/Q101068465	0	2	deserted historic site
http://www.wikidata.org/entity/Q113574	0	2	water garden
http://www.wikidata.org/entity/Q1630273	0	2	hortus conclusus
http://www.wikidata.org/entity/Q2677067	0	2	fruit wall
http://www.wikidata.org/entity/Q3108101	0	2	tropical garden
http://www.wikidata.org/entity/Q3162625	0	2	educational garden
http://www.wikidata.org/entity/Q66310308	0	2	show garden
http://www.wikidata.org/entity/Q2633055	0	2	twin village
http://www.wikidata.org/entity/Q3327752	0	2	clachan
http://www.wikidata.org/entity/Q2084235	0	2	Q2084235
http://www.wikidata.org/entity/Q2864343	0	2	prefectoral decree for biotope protection
http://www.wikidata.org/entity/Q3031290	0	2	Antarctic Specially Protected Area
http://www.wikidata.org/entity/Q4654172	0	2	ASEAN Heritage Park
http://www.wikidata.org/entity/Q130360	0	2	Q130360
http://www.wikidata.org/entity/Q1194379	0	2	volcanic belt
http://www.wikidata.org/entity/Q1286914	0	2	polar ice cap
http://www.wikidata.org/entity/Q20827313	0	2	experience museum
http://www.wikidata.org/entity/Q26944985	0	2	economy museum
http://www.wikidata.org/entity/Q28134320	0	2	community museum
http://www.wikidata.org/entity/Q59622687	0	2	museums in India
http://www.wikidata.org/entity/Q45990	0	2	Musalla
http://www.wikidata.org/entity/Q629404	0	2	marine cemetery
http://www.wikidata.org/entity/Q884278	0	2	natural burial
http://www.wikidata.org/entity/Q17077742	0	2	Natural Heritage Area
http://www.wikidata.org/entity/Q55654686	0	2	ceramic tile
http://www.wikidata.org/entity/Q350735	0	2	Reductions
http://www.wikidata.org/entity/Q356090	2	2	Reihendorf
http://www.wikidata.org/entity/Q3160772	0	2	List of Friday Mosques
http://www.wikidata.org/entity/Q3631028	0	2	Dharamshala
http://www.wikidata.org/entity/Q7196844	0	2	pioneer cemetery
http://www.wikidata.org/entity/Q12585720	0	2	national cemetery
http://www.wikidata.org/entity/Q15051389	0	2	surau
http://www.wikidata.org/entity/Q96382432	0	2	former mosque
http://www.wikidata.org/entity/Q1397794	0	2	carnival fountain
http://www.wikidata.org/entity/Q85769249	0	2	Independent movie theater
http://www.wikidata.org/entity/Q95206590	0	2	Q95206590
http://www.wikidata.org/entity/Q107684101	0	2	private cemetery
http://www.wikidata.org/entity/Q824786	0	2	lavra
http://www.wikidata.org/entity/Q587144	0	2	census town
http://www.wikidata.org/entity/Q1371688	0	2	Etruscan temple
http://www.wikidata.org/entity/Q1404292	0	2	rock-cut church
http://www.wikidata.org/entity/Q2183215	0	2	port of refuge
http://www.wikidata.org/entity/Q2210292	0	2	Sacellum
http://www.wikidata.org/entity/Q811303	0	2	Q811303
http://www.wikidata.org/entity/Q3114748	0	2	large seaport (France)
http://www.wikidata.org/entity/Q6021568	0	2	Hispanic monastery
http://www.wikidata.org/entity/Q24028042	0	2	octagonal church
http://www.wikidata.org/entity/Q69512419	0	2	artesian well
http://www.wikidata.org/entity/Q2122858	0	2	Querkirche
http://www.wikidata.org/entity/Q2871500	0	2	Augusteum
http://www.wikidata.org/entity/Q7426457	0	2	Satra
http://www.wikidata.org/entity/Q15079401	0	2	track
http://www.wikidata.org/entity/Q107692021	0	2	Q107692021
http://www.wikidata.org/entity/Q2276760	0	2	longtang
http://www.wikidata.org/entity/Q2519150	0	2	Displaced city
http://www.wikidata.org/entity/Q2457241	0	2	Q2457241
http://www.wikidata.org/entity/Q5769220	0	2	cigarral
http://www.wikidata.org/entity/Q3172900	0	2	colony
http://www.wikidata.org/entity/Q19966836	0	2	Decauville
http://www.wikidata.org/entity/Q2570370	0	2	mountain stream
http://www.wikidata.org/entity/Q2630690	0	2	deep column station
http://www.wikidata.org/entity/Q2929728	0	2	glacial stream
http://www.wikidata.org/entity/Q5068817	0	2	chalk stream
http://www.wikidata.org/entity/Q11366207	0	2	Q11366207
http://www.wikidata.org/entity/Q11422437	0	2	international strategic port (Japan)
http://www.wikidata.org/entity/Q11637431	0	2	military port
http://www.wikidata.org/entity/Q83287935	0	2	back channel
http://www.wikidata.org/entity/Q105725090	0	2	Gares d'eau
http://www.wikidata.org/entity/Q474818	0	2	business improvement district
http://www.wikidata.org/entity/Q629870	0	2	län
http://www.wikidata.org/entity/Q4845841	0	2	settlement
http://www.wikidata.org/entity/Q5446765	0	2	mahala
http://www.wikidata.org/entity/Q10840661	0	2	urban area of Vietnam
http://www.wikidata.org/entity/Q1068927	0	2	CdZ-Gebiet
http://www.wikidata.org/entity/Q1141653	0	2	Prowincja
http://www.wikidata.org/entity/Q11302190	0	2	kotan
http://www.wikidata.org/entity/Q11462226	0	2	Koedo
http://www.wikidata.org/entity/Q11658180	0	2	jin'yamachi
http://www.wikidata.org/entity/Q12313264	0	2	Q12313264
http://www.wikidata.org/entity/Q13099270	0	2	setring
http://www.wikidata.org/entity/Q852013	0	2	shield
http://www.wikidata.org/entity/Q15461768	0	2	door frame
http://www.wikidata.org/entity/Q2345593	0	2	Sovereign Base Area
http://www.wikidata.org/entity/Q2401504	0	2	darugha
http://www.wikidata.org/entity/Q107539439	0	2	Q107539439
http://www.wikidata.org/entity/Q26714626	0	2	large village
http://www.wikidata.org/entity/Q10779468	0	2	Q10779468
http://www.wikidata.org/entity/Q5501387	1	2	freight terminal
http://www.wikidata.org/entity/Q11348263	0	2	Japanese maglev test line
http://www.wikidata.org/entity/Q11789888	0	2	Railway embankment
http://www.wikidata.org/entity/Q60982002	0	2	Q60982002
http://www.wikidata.org/entity/Q63391346	0	2	passenger terminal
http://www.wikidata.org/entity/Q109379733	0	2	Q109379733
http://www.wikidata.org/entity/Q3397866	0	2	poor law union
http://www.wikidata.org/entity/Q3434769	0	2	macroregion
http://www.wikidata.org/entity/Q163967	0	2	peneplain
http://www.wikidata.org/entity/Q1395089	0	2	horseshoe curve
http://www.wikidata.org/entity/Q5036885	0	2	captaincy of the Portuguese Empire
http://www.wikidata.org/entity/Q30559493	0	2	Q30559493
http://www.wikidata.org/entity/Q5608878	0	2	dry stone
http://www.wikidata.org/entity/Q7318016	0	2	revenue block
http://www.wikidata.org/entity/Q60995739	0	2	moated settlement
http://www.wikidata.org/entity/Q12645515	0	2	zajednica općina
http://www.wikidata.org/entity/Q266488	0	2	town sign
http://www.wikidata.org/entity/Q1496106	0	2	Main Abby
http://www.wikidata.org/entity/Q2019180	0	2	warning sign
http://www.wikidata.org/entity/Q3362325	0	2	road-sign in France
http://www.wikidata.org/entity/Q4247861	0	2	road signs in Japan
http://www.wikidata.org/entity/Q14505344	0	2	roadside stone
http://www.wikidata.org/entity/Q295404	2	2	Ecopark
http://www.wikidata.org/entity/Q867648	0	2	hydrothermal vent
http://www.wikidata.org/entity/Q1033876	0	2	cantoria
http://www.wikidata.org/entity/Q1969178	0	2	nature reserve in Israel
http://www.wikidata.org/entity/Q17035023	0	2	Site of Biological Importance
http://www.wikidata.org/entity/Q15642566	0	2	non-political administrative territorial entity
http://www.wikidata.org/entity/Q17130641	0	2	Syssel
http://www.wikidata.org/entity/Q27966643	0	2	hot lake
http://www.wikidata.org/entity/Q20724789	0	2	general governorate
http://www.wikidata.org/entity/Q48078443	0	2	regional park
http://www.wikidata.org/entity/Q6028003	0	2	Industrial suburb
http://www.wikidata.org/entity/Q7541349	0	2	Slope car
http://www.wikidata.org/entity/Q103725443	0	2	marine nature reserve
http://www.wikidata.org/entity/Q106368068	0	2	Q106368068
http://www.wikidata.org/entity/Q4057902	0	2	Military shipyard
http://www.wikidata.org/entity/Q16009113	0	2	electoral district in France
http://www.wikidata.org/entity/Q31055530	0	2	ward of Sri Lanka
http://www.wikidata.org/entity/Q106626840	0	2	historical settlement
http://www.wikidata.org/entity/Q47906224	0	2	Constituency of the Regional Council of Basilicata
http://www.wikidata.org/entity/Q47907606	0	2	Constituency of the Regional Council of Umbria
http://www.wikidata.org/entity/Q47907624	0	2	Constituency of the Regional Council of Molise
http://www.wikidata.org/entity/Q50278433	0	2	Submunicipal level councilors constituency in South Korea
http://www.wikidata.org/entity/Q51674305	0	2	Constituency of the Colombian Senate
http://www.wikidata.org/entity/Q54831790	0	2	constituency of the Regional Council of Arica and Parinacota
http://www.wikidata.org/entity/Q54831796	0	2	constituency of the Regional Council of Los Ríos
http://www.wikidata.org/entity/Q1623469	0	2	Q1623469
http://www.wikidata.org/entity/Q54831802	0	2	constituency of the Regional Council of Tarapaca
http://www.wikidata.org/entity/Q303439	0	2	Legoland Discovery Centre
http://www.wikidata.org/entity/Q5100853	0	2	Chinese pagoda
http://www.wikidata.org/entity/Q7318959	0	2	revolving auditorium
http://www.wikidata.org/entity/Q15950982	0	2	fusion pagoda
http://www.wikidata.org/entity/Q26945172	0	2	dance museum
http://www.wikidata.org/entity/Q27896063	0	2	mountain bike trail
http://www.wikidata.org/entity/Q2560442	0	2	company airport
http://www.wikidata.org/entity/Q65679908	0	2	Populated centers of Peru
http://www.wikidata.org/entity/Q84599126	0	2	Q84599126
http://www.wikidata.org/entity/Q96482621	0	2	administrative territory in South Africa
http://www.wikidata.org/entity/Q106256482	0	2	registration sub-district
http://www.wikidata.org/entity/Q57208228	0	2	section of a plateau
http://www.wikidata.org/entity/Q57208241	0	2	section of a plain
http://www.wikidata.org/entity/Q57208256	0	2	section of a valley
http://www.wikidata.org/entity/Q58215483	0	2	Q58215483
http://www.wikidata.org/entity/Q388006	0	2	shadirvan
http://www.wikidata.org/entity/Q1474636	0	2	scenery flat
http://www.wikidata.org/entity/Q7834363	0	2	transit mall
http://www.wikidata.org/entity/Q50066265	0	2	Q50066265
http://www.wikidata.org/entity/Q55553504	0	2	reserve station
http://www.wikidata.org/entity/Q3556101	0	2	Q3556101
http://www.wikidata.org/entity/Q3558972	0	2	airpark
http://www.wikidata.org/entity/Q7698317	0	2	Temperance fountain
http://www.wikidata.org/entity/Q10729142	0	2	category C listed building
http://www.wikidata.org/entity/Q11925123	0	2	Q11925123
http://www.wikidata.org/entity/Q29966257	0	2	Cultural Heritage Site of National Significance
http://www.wikidata.org/entity/Q1362673	0	2	Extended Secondary School (East Germany)
http://www.wikidata.org/entity/Q7202294	0	2	platform mound
http://www.wikidata.org/entity/Q21000066	0	2	Q21000066
http://www.wikidata.org/entity/Q28228887	0	2	insula
http://www.wikidata.org/entity/Q1260913	0	2	moot hill
http://www.wikidata.org/entity/Q1824509	0	2	Spanish missions in California
http://www.wikidata.org/entity/Q1992758	0	2	snow shed
http://www.wikidata.org/entity/Q5007997	0	2	special region of Indonesia
http://www.wikidata.org/entity/Q5610980	0	2	ground support equipment
http://www.wikidata.org/entity/Q387572	0	2	Hoffmann kiln
http://www.wikidata.org/entity/Q855248	0	2	Solar furnace
http://www.wikidata.org/entity/Q5124028	0	2	City region
http://www.wikidata.org/entity/Q20489120	0	2	strict nature reserve of Madagascar
http://www.wikidata.org/entity/Q41453	0	2	Diatreme
http://www.wikidata.org/entity/Q1210687	0	2	cricket pitch
http://www.wikidata.org/entity/Q1313282	0	2	Q1313282
http://www.wikidata.org/entity/Q18691276	0	2	Q18691276
http://www.wikidata.org/entity/Q20018921	0	2	historic superocean
http://www.wikidata.org/entity/Q26707610	0	2	handball court
http://www.wikidata.org/entity/Q26707613	0	2	volleyball court
http://www.wikidata.org/entity/Q1969323	0	2	national road
http://www.wikidata.org/entity/Q3267586	0	2	lungarno
http://www.wikidata.org/entity/Q11435892	0	2	ōkido
http://www.wikidata.org/entity/Q16645058	0	2	Q16645058
http://www.wikidata.org/entity/Q41978262	0	2	high plateau
http://www.wikidata.org/entity/Q65247514	0	2	drowned valley
http://www.wikidata.org/entity/Q99472368	0	2	Q99472368
http://www.wikidata.org/entity/Q863944	0	2	land waters
http://www.wikidata.org/entity/Q2989487	0	2	bus tunnel
http://www.wikidata.org/entity/Q4036383	0	2	stream valley
http://www.wikidata.org/entity/Q7186954	0	2	Phoenix Points of Pride
http://www.wikidata.org/entity/Q12336946	0	2	state forest of Denmark
http://www.wikidata.org/entity/Q15229753	0	2	state forest of Wisconsin
http://www.wikidata.org/entity/Q17053413	0	2	provincial forest
http://www.wikidata.org/entity/Q18325129	0	2	Local cultural heritage monuments of architecture
http://www.wikidata.org/entity/Q180928	0	2	Paris districts
http://www.wikidata.org/entity/Q287414	0	2	neighborhood in New York City
http://www.wikidata.org/entity/Q843920	0	2	arable land
http://www.wikidata.org/entity/Q1154112	0	2	Grand site de France
http://www.wikidata.org/entity/Q1310021	0	2	isolated danger mark
http://www.wikidata.org/entity/Q5242890	0	2	day beacon
http://www.wikidata.org/entity/Q16965368	0	2	quarter of Venice
http://www.wikidata.org/entity/Q26959029	0	2	pathological museum
http://www.wikidata.org/entity/Q30114493	0	2	bounded rural locality
http://www.wikidata.org/entity/Q9259073	0	2	feretory
http://www.wikidata.org/entity/Q11679959	0	2	Outskirt (Al-Andalus)
http://www.wikidata.org/entity/Q2653046	0	2	Q2653046
http://www.wikidata.org/entity/Q3118353	0	2	Q3118353
http://www.wikidata.org/entity/Q10436455	2	2	Q10436455
http://www.wikidata.org/entity/Q42832982	0	2	handcar railway
http://www.wikidata.org/entity/Q65087974	0	2	Q65087974
http://www.wikidata.org/entity/Q28052515	0	2	Subdivision
http://www.wikidata.org/entity/Q44372	0	2	Five Mountain System
http://www.wikidata.org/entity/Q47320766	0	2	Parish of  Ayios Dhometios Municipality
http://www.wikidata.org/entity/Q47320804	0	2	Parish of Dali Municipality
http://www.wikidata.org/entity/Q47320925	0	2	Parish of Prastio Nicosia
http://www.wikidata.org/entity/Q47320938	0	2	Parish of Spilia
http://www.wikidata.org/entity/Q47320964	0	2	Parish of  Xerovounos
http://www.wikidata.org/entity/Q47325026	0	2	Parish of Keryneia Municipality
http://www.wikidata.org/entity/Q47325870	0	2	Parish of Yeroskipou Municipality
http://www.wikidata.org/entity/Q47325959	0	2	Parish of Polis Chrysochous Municipality
http://www.wikidata.org/entity/Q47326257	0	2	Quarter of Dromolaxia-Meneou Municipality
http://www.wikidata.org/entity/Q47328699	0	2	Parish of Aigialousa
http://www.wikidata.org/entity/Q54865711	0	2	Quarter of Yermasoyia Municipality
http://www.wikidata.org/entity/Q90400139	0	2	Q90400139
http://www.wikidata.org/entity/Q2099197	0	2	pleasure ground
http://www.wikidata.org/entity/Q10297104	0	2	nagekomi-dera
http://www.wikidata.org/entity/Q11283395	0	2	hydrangea temple
http://www.wikidata.org/entity/Q11452101	0	2	Q11452101
http://www.wikidata.org/entity/Q18655694	0	2	Q18655694
http://www.wikidata.org/entity/Q105080952	0	2	tidal flat
http://www.wikidata.org/entity/Q1309079	0	2	lateral mark
http://www.wikidata.org/entity/Q1409029	0	2	Blüse
http://www.wikidata.org/entity/Q2089890	0	2	cardinal mark
http://www.wikidata.org/entity/Q7116902	0	2	P-Patch
http://www.wikidata.org/entity/Q7978232	0	2	weather beacon
http://www.wikidata.org/entity/Q10855277	0	2	Kōraimon
http://www.wikidata.org/entity/Q167045	0	2	cooling pond
http://www.wikidata.org/entity/Q303506	0	2	concrete plant
http://www.wikidata.org/entity/Q1163630	0	2	Fronhof
http://www.wikidata.org/entity/Q1406318	0	2	Holiday Village
http://www.wikidata.org/entity/Q75094134	2	2	play sculpture
http://www.wikidata.org/entity/Q106959886	0	2	statue base
http://www.wikidata.org/entity/Q85875185	0	2	Morería (city)
http://www.wikidata.org/entity/Q1006308	0	2	Bundesleistungszentrum
http://www.wikidata.org/entity/Q935330	0	2	centralized powered multiple-unit
http://www.wikidata.org/entity/Q9089696	0	2	Q9089696
http://www.wikidata.org/entity/Q1259963	0	2	supervised injection site
http://www.wikidata.org/entity/Q1423981	0	2	airway
http://www.wikidata.org/entity/Q30503896	0	2	Q30503896
http://www.wikidata.org/entity/Q1495001	0	2	gas pressure regulator station
http://www.wikidata.org/entity/Q1924311	0	2	Q1924311
http://www.wikidata.org/entity/Q2108957	0	2	press center
http://www.wikidata.org/entity/Q2401720	0	2	Q2401720
http://www.wikidata.org/entity/Q3664857	0	2	dive center
http://www.wikidata.org/entity/Q9386255	0	2	production facility
http://www.wikidata.org/entity/Q27062096	0	2	Petroleum Production Platform
http://www.wikidata.org/entity/Q42898169	0	2	Bundesstützpunkt
http://www.wikidata.org/entity/Q43182520	0	2	computer shop
http://www.wikidata.org/entity/Q45422604	0	2	sleeping place
http://www.wikidata.org/entity/Q47504660	0	2	chocolate shop
http://www.wikidata.org/entity/Q47516435	0	2	mobile phone shop
http://www.wikidata.org/entity/Q47525548	0	2	car pooling facility
http://www.wikidata.org/entity/Q66736694	0	2	workroom
http://www.wikidata.org/entity/Q67140121	0	2	residential facility
http://www.wikidata.org/entity/Q88962360	0	2	Q88962360
http://www.wikidata.org/entity/Q94631703	0	2	Q94631703
http://www.wikidata.org/entity/Q96999347	0	2	Q96999347
http://www.wikidata.org/entity/Q101542346	0	2	cultural facility
http://www.wikidata.org/entity/Q1180029	0	2	Sambadrome
http://www.wikidata.org/entity/Q467208	0	2	push moraine
http://www.wikidata.org/entity/Q3317666	0	2	hostile architecture
http://www.wikidata.org/entity/Q633423	0	2	rail
http://www.wikidata.org/entity/Q785658	0	2	motorway forks
http://www.wikidata.org/entity/Q1031438	0	2	corn crib
http://www.wikidata.org/entity/Q61707934	0	2	Immediate Geographic Region
http://www.wikidata.org/entity/Q1540864	0	2	grave cross
http://www.wikidata.org/entity/Q1935075	0	2	Militärischer Sicherheitsbereich signs
http://www.wikidata.org/entity/Q42402287	0	2	cité
http://www.wikidata.org/entity/Q63372793	0	2	local nature reserve
http://www.wikidata.org/entity/Q99523097	0	2	tree bridge
http://www.wikidata.org/entity/Q7963016	0	2	Walled village
http://www.wikidata.org/entity/Q10877469	0	2	principal local road
http://www.wikidata.org/entity/Q57976957	0	2	historic hamlet
http://www.wikidata.org/entity/Q687191	0	2	scaffold
http://www.wikidata.org/entity/Q1993723	0	2	administrative territorial entity of the Ottoman Empire
http://www.wikidata.org/entity/Q2113743	0	2	Magiri
http://www.wikidata.org/entity/Q891302	0	2	ski lift
http://www.wikidata.org/entity/Q11511006	0	2	Q11511006
http://www.wikidata.org/entity/Q15618341	0	2	integrated ticketing
http://www.wikidata.org/entity/Q1662011	0	2	Q1662011
http://www.wikidata.org/entity/Q1888781	0	2	Q1888781
http://www.wikidata.org/entity/Q2108926	0	2	Newspaper building
http://www.wikidata.org/entity/Q2397205	0	2	bouwhuis
http://www.wikidata.org/entity/Q2529239	0	2	wind screen
http://www.wikidata.org/entity/Q3098286	0	2	warren
http://www.wikidata.org/entity/Q3122476	0	2	Guétalis
http://www.wikidata.org/entity/Q4972117	0	2	broadcast transmitter
http://www.wikidata.org/entity/Q7801387	0	2	Tiger Balm Garden
http://www.wikidata.org/entity/Q22078132	0	2	Star Wars: Galaxy's Edge
http://www.wikidata.org/entity/Q30504598	0	2	Maya site in Belize
http://www.wikidata.org/entity/Q90903495	0	2	Q90903495
http://www.wikidata.org/entity/Q98446168	0	2	Q98446168
http://www.wikidata.org/entity/Q129211	0	2	cage
http://www.wikidata.org/entity/Q224107	0	2	gall
http://www.wikidata.org/entity/Q1131243	1	2	terrarium
http://www.wikidata.org/entity/Q12156440	0	2	Q12156440
http://www.wikidata.org/entity/Q19601179	0	2	artificial biosphere
http://www.wikidata.org/entity/Q3126266	0	2	River stop
http://www.wikidata.org/entity/Q56147859	0	2	window frames and window frame components
http://www.wikidata.org/entity/Q7398566	0	2	safeguarded wharf
http://www.wikidata.org/entity/Q21539784	0	2	Q21539784
http://www.wikidata.org/entity/Q1472063	0	2	early ecclesiastical enclosure
http://www.wikidata.org/entity/Q55612041	0	2	freeway lid
http://www.wikidata.org/entity/Q11578893	0	2	Q11578893
http://www.wikidata.org/entity/Q87040861	0	2	Q87040861
http://www.wikidata.org/entity/Q788099	0	2	Laurel forest
http://www.wikidata.org/entity/Q2843044	0	2	tree farm
http://www.wikidata.org/entity/Q4410701	0	2	forest
http://www.wikidata.org/entity/Q6536864	0	2	holm oak forest
http://www.wikidata.org/entity/Q7426437	0	2	Satoyama
http://www.wikidata.org/entity/Q29529886	0	2	municipal forest
http://www.wikidata.org/entity/Q108463976	0	2	underground facillity
http://www.wikidata.org/entity/Q921061	0	2	Book town
http://www.wikidata.org/entity/Q2012535	0	2	pigeon trap
http://www.wikidata.org/entity/Q257391	0	2	federal capital
http://www.wikidata.org/entity/Q4296769	0	2	Q4296769
http://www.wikidata.org/entity/Q11660439	0	2	Q11660439
http://www.wikidata.org/entity/Q26269133	0	2	bog forest
http://www.wikidata.org/entity/Q1531228	0	2	glacier river
http://www.wikidata.org/entity/Q1746748	0	2	Q1746748
http://www.wikidata.org/entity/Q3147563	0	2	regency seat
http://www.wikidata.org/entity/Q3196604	0	2	kill
http://www.wikidata.org/entity/Q47465379	0	2	cockpit
http://www.wikidata.org/entity/Q98446036	0	2	Q98446036
http://www.wikidata.org/entity/Q101008619	0	2	rescue excavation
http://www.wikidata.org/entity/Q8026426	0	2	winterbourne
http://www.wikidata.org/entity/Q12057022	0	2	medieval town
http://www.wikidata.org/entity/Q41156	0	2	administrative territorial entity of South Korea
http://www.wikidata.org/entity/Q12099220	0	2	mountain river
http://www.wikidata.org/entity/Q100205512	0	2	administrative territorial entity of ancient Rome
http://www.wikidata.org/entity/Q106036321	0	2	former district of Indonesia
http://www.wikidata.org/entity/Q3327899	0	2	municipality of Ontario
http://www.wikidata.org/entity/Q10860585	0	2	country within the Czech Republic
http://www.wikidata.org/entity/Q18658211	0	2	administrative territorial entity of Taiwan under Qing rule
http://www.wikidata.org/entity/Q511425	0	2	martyrium
http://www.wikidata.org/entity/Q334533	1	2	Flying junction
http://www.wikidata.org/entity/Q1427700	0	2	canal pound
http://www.wikidata.org/entity/Q2154083	0	2	ringvaart
http://www.wikidata.org/entity/Q2915361	0	2	Q2915361
http://www.wikidata.org/entity/Q5460062	0	2	flood control channel
http://www.wikidata.org/entity/Q5477455	0	2	desert pavement
http://www.wikidata.org/entity/Q15221256	0	2	city of Wisconsin
http://www.wikidata.org/entity/Q65227605	0	2	Q65227605
http://www.wikidata.org/entity/Q169793	0	2	one-person library
http://www.wikidata.org/entity/Q1240054	0	2	corduroy road
http://www.wikidata.org/entity/Q2759867	0	2	Q2759867
http://www.wikidata.org/entity/Q4461802	0	2	Q4461802
http://www.wikidata.org/entity/Q1151616	0	2	stateless nation
http://www.wikidata.org/entity/Q12763914	0	2	third-class road
http://www.wikidata.org/entity/Q15709582	0	2	country lane
http://www.wikidata.org/entity/Q2868533	0	2	astrarium
http://www.wikidata.org/entity/Q89497	0	2	Q89497
http://www.wikidata.org/entity/Q884736	0	2	rock glacier
http://www.wikidata.org/entity/Q23579772	0	2	cirque glacier
http://www.wikidata.org/entity/Q386432	0	2	private prison
http://www.wikidata.org/entity/Q21029992	0	2	Q21029992
http://www.wikidata.org/entity/Q1317609	1	2	ice hotel
http://www.wikidata.org/entity/Q7113057	0	2	outstation
http://www.wikidata.org/entity/Q7883906	0	2	Q7883906
http://www.wikidata.org/entity/Q11458051	0	2	jisha
http://www.wikidata.org/entity/Q1407263	0	2	forensic psychiatry
http://www.wikidata.org/entity/Q1870237	0	2	Q1870237
http://www.wikidata.org/entity/Q4688013	0	2	aerial lighthouse
http://www.wikidata.org/entity/Q5157122	0	2	compter
http://www.wikidata.org/entity/Q19895793	0	2	intentional transborder building
http://www.wikidata.org/entity/Q7439086	0	2	screw-pile lighthouse
http://www.wikidata.org/entity/Q17136097	0	2	vippefyr
http://www.wikidata.org/entity/Q19971949	0	2	Q19971949
http://www.wikidata.org/entity/Q30448674	0	2	coastal lighthouse
http://www.wikidata.org/entity/Q2195811	0	2	titular city
http://www.wikidata.org/entity/Q11558822	0	2	Q11558822
http://www.wikidata.org/entity/Q17134625	0	2	municipality of Bermuda
http://www.wikidata.org/entity/Q185963	0	2	neutral country
http://www.wikidata.org/entity/Q587252	0	2	buffer state
http://www.wikidata.org/entity/Q3591895	0	2	Savoyard state
http://www.wikidata.org/entity/Q56569076	0	2	Q56569076
http://www.wikidata.org/entity/Q1824486	0	2	lifestyle center
http://www.wikidata.org/entity/Q2297251	0	2	bridge to nowhere
http://www.wikidata.org/entity/Q31837185	0	2	Berliner Meilensteine
http://www.wikidata.org/entity/Q1431722	0	2	Water slope
http://www.wikidata.org/entity/Q7635361	0	2	suicide bridge
http://www.wikidata.org/entity/Q14523337	0	2	trough bridge
http://www.wikidata.org/entity/Q23701378	0	2	circular bridge
http://www.wikidata.org/entity/Q683038	0	2	pseudobasilica
